chr1	x1	x2	chr2	y1	y2	color	f1	f2	f3	f4	f5
1	222910000	223275000	1	222910000	223275000	255,255,0	1.1194	0.096422	0.058143	0.56081	0.77553
1	221645000	222270000	1	221645000	222270000	255,255,0	1.5756	0.062434	0.091008	0.89529	0.77599
1	153625000	153965000	1	153625000	153965000	255,255,0	1.0995	0.091075	0.061436	0.51655	0.87643
1	9650000	10535000	1	9650000	10535000	255,255,0	0.88047	0.078534	0.073387	0.63496	0.60049
1	231470000	231750000	1	231470000	231750000	255,255,0	1.7553	0.080885	0.070708	0.86352	0.9324
1	162815000	163295000	1	162815000	163295000	255,255,0	1.7071	0.070705	0.080497	0.85069	0.90234
1	228790000	229365000	1	228790000	229365000	255,255,0	1.7672	0.083778	0.067108	0.94011	0.83454
1	235395000	235595000	1	235395000	235595000	255,255,0	1.1729	0.078409	0.072353	0.60326	0.84474
1	225635000	226170000	1	225635000	226170000	255,255,0	1.6073	0.084351	0.065374	0.88435	0.81796
1	93295000	93720000	1	93295000	93720000	255,255,0	1.2339	0.077091	0.072248	0.79457	0.5897
1	110165000	110575000	1	110165000	110575000	255,255,0	1.2733	0.079146	0.068826	0.60678	0.88876
1	21540000	21930000	1	21540000	21930000	255,255,0	0.93885	0.065801	0.080911	0.73899	0.50362
1	235665000	236165000	1	235665000	236165000	255,255,0	1.335	0.071358	0.074854	0.806	0.7252
1	175335000	175870000	1	175335000	175870000	255,255,0	1.1687	0.077809	0.067854	0.70615	0.72991
1	161155000	161360000	1	161155000	161360000	255,255,0	1.8095	0.049815	0.095141	0.85	0.92619
1	113260000	113630000	1	113260000	113630000	255,255,0	1.186	0.069725	0.074558	0.64427	0.80205
1	94480000	94825000	1	94480000	94825000	255,255,0	1.337	0.082988	0.060958	0.83445	0.64136
1	45190000	45480000	1	45190000	45480000	255,255,0	1.0539	0.098676	0.045188	0.65341	0.51973
1	241675000	242020000	1	241675000	242020000	255,255,0	1.0667	0.070724	0.073088	0.80646	0.57465
1	204375000	204485000	1	204375000	204485000	255,255,0	1.5013	0.073959	0.068884	0.82645	0.76033
1	161750000	162015000	1	161750000	162015000	255,255,0	1.2951	0.10841	0.034417	0.80769	0.71652
1	25230000	25545000	1	25230000	25545000	255,255,0	1.2682	0.063863	0.078857	0.59577	0.83367
1	51790000	52310000	1	51790000	52310000	255,255,0	1.2558	0.069994	0.072222	0.77034	0.65274
1	61505000	61935000	1	61505000	61935000	255,255,0	0.87284	0.076703	0.06543	0.56355	0.6609
1	20535000	20950000	1	20535000	20950000	255,255,0	0.7596	0.054635	0.087339	0.50348	0.56388
1	174990000	175315000	1	174990000	175315000	255,255,0	1.1814	0.075977	0.065942	0.67708	0.72633
1	15870000	16390000	1	15870000	16390000	255,255,0	0.80994	0.074903	0.066935	0.62537	0.50259
1	200515000	201030000	1	200515000	201030000	255,255,0	1.2434	0.063259	0.078534	0.87575	0.53733
1	63345000	63765000	1	63345000	63765000	255,255,0	1.092	0.080281	0.060479	0.80442	0.62755
1	62900000	63275000	1	62900000	63275000	255,255,0	1.6341	0.054721	0.084608	0.95377	0.86273
1	89440000	89925000	1	89440000	89925000	255,255,0	1.8232	0.067308	0.071887	0.93835	0.87457
1	13770000	13955000	1	13770000	13955000	255,255,0	1.4647	0.082427	0.056707	0.90936	0.5
1	185270000	185665000	1	185270000	185665000	255,255,0	1.3804	0.06386	0.075257	0.70413	0.87701
1	184210000	184660000	1	184210000	184660000	255,255,0	1.1647	0.075767	0.063155	0.51951	0.86562
1	200085000	200495000	1	200085000	200495000	255,255,0	1.4325	0.070938	0.067441	0.59488	0.86258
1	8940000	9645000	1	8940000	9645000	255,255,0	1.0237	0.062679	0.075613	0.72848	0.61853
1	224300000	224520000	1	224300000	224520000	255,255,0	1.6258	0.098525	0.039374	0.89463	0.88636
1	203000000	203760000	1	203000000	203760000	255,255,0	0.94416	0.071317	0.066225	0.69228	0.51773
1	224690000	225125000	1	224690000	225125000	255,255,0	1.7795	0.065851	0.071458	0.91596	0.85571
1	169520000	169780000	1	169520000	169780000	255,255,0	1.4282	0.061327	0.07577	0.76183	0.78846
1	114520000	114850000	1	114520000	114850000	255,255,0	1.4207	0.067886	0.069133	0.93297	0.75351
1	77340000	77595000	1	77340000	77595000	255,255,0	0.98766	0.065208	0.071726	0.50615	0.66462
1	77355000	77545000	1	77355000	77545000	255,255,0	0.82939	0.063313	0.07348	0.50574	0.56077
1	214375000	214810000	1	214375000	214810000	255,255,0	1.2037	0.064599	0.072141	0.74471	0.73675
1	172705000	173170000	1	172705000	173170000	255,255,0	1.5273	0.074	0.062467	0.91166	0.81314
1	220455000	220965000	1	220455000	220965000	255,255,0	1.381	0.068878	0.067511	0.70411	0.84387
1	46845000	47205000	1	46845000	47205000	255,255,0	1.6049	0.053846	0.082154	0.88194	0.80324
1	110710000	111040000	1	110710000	111040000	255,255,0	1.3546	0.079477	0.055614	0.80441	0.81543
1	172145000	172360000	1	172145000	172360000	255,255,0	1.0643	0.049954	0.085095	0.5	0.77273
1	111055000	111335000	1	111055000	111335000	255,255,0	1.1147	0.07068	0.06329	0.63138	0.75128
1	101360000	101930000	1	101360000	101930000	255,255,0	1.5906	0.054589	0.078838	0.95599	0.88643
1	115695000	116115000	1	115695000	116115000	255,255,0	0.94303	0.070656	0.062284	0.69948	0.61479
1	7295000	7710000	1	7295000	7710000	255,255,0	0.81273	0.053374	0.078736	0.48548	0.72358
1	23810000	23995000	1	23810000	23995000	255,255,0	0.90523	0.06975	0.062146	0.56433	0.58772
1	181420000	182030000	1	181420000	182030000	255,255,0	1.1081	0.063494	0.068348	0.69497	0.68261
1	79070000	79150000	1	79070000	79150000	255,255,0	1.2537	0.083965	0.047134	0.60938	0.60938
1	66425000	66700000	1	66425000	66700000	255,255,0	1.1587	0.062596	0.068401	0.68651	0.80291
1	229820000	230460000	1	229820000	230460000	255,255,0	1.8353	0.073967	0.056653	0.86597	0.96069
1	45775000	46050000	1	45775000	46050000	255,255,0	1.5635	0.061081	0.069136	0.85325	0.74147
1	25175000	25550000	1	25175000	25550000	255,255,0	1.4271	0.052033	0.078095	0.79445	0.87553
1	227940000	228150000	1	227940000	228150000	255,255,0	0.98807	0.042268	0.087689	0.61224	0.64626
1	175890000	176190000	1	175890000	176190000	255,255,0	0.83856	0.046693	0.083216	0.52778	0.58556
1	44545000	45130000	1	44545000	45130000	255,255,0	1.6491	0.060356	0.069295	0.74839	0.92022
1	172045000	172395000	1	172045000	172395000	255,255,0	1.6968	0.073898	0.055214	0.82286	0.92735
1	117110000	117610000	1	117110000	117610000	255,255,0	1.5717	0.071064	0.057981	0.87595	0.93497
1	211435000	211840000	1	211435000	211840000	255,255,0	1.2984	0.07321	0.055654	0.8628	0.73476
1	150420000	150980000	1	150420000	150980000	255,255,0	0.93494	0.07385	0.054919	0.50223	0.87659
1	114880000	115300000	1	114880000	115300000	255,255,0	1.1311	0.058443	0.070132	0.79195	0.61281
1	77610000	78000000	1	77610000	78000000	255,255,0	1.2313	0.073294	0.055018	0.61933	0.72058
1	177950000	178205000	1	177950000	178205000	255,255,0	1.1467	0.058303	0.069648	0.73692	0.64769
1	19205000	19575000	1	19205000	19575000	255,255,0	1.2407	0.079389	0.048551	0.7626	0.74945
1	15430000	15835000	1	15430000	15835000	255,255,0	1.0526	0.069664	0.057926	0.74085	0.61646
1	38485000	39310000	1	38485000	39310000	255,255,0	1.7513	0.051417	0.075969	0.96371	0.9104
1	149915000	150030000	1	149915000	150030000	255,255,0	0.9531	0.098447	0.028913	0.68182	0.81061
1	175410000	175830000	1	175410000	175830000	255,255,0	1.0617	0.064715	0.062641	0.61054	0.68311
1	234240000	234600000	1	234240000	234600000	255,255,0	1.1464	0.055023	0.072185	0.8233	0.56173
1	157140000	157480000	1	157140000	157480000	255,255,0	1.3679	0.065425	0.061728	0.84343	0.75692
1	44825000	45090000	1	44825000	45090000	255,255,0	1.3133	0.034116	0.092573	0.70228	0.75926
1	107735000	108105000	1	107735000	108105000	255,255,0	1.0071	0.063497	0.062927	0.72754	0.63404
1	21005000	21530000	1	21005000	21530000	255,255,0	1.5959	0.068325	0.05801	0.9053	0.877
1	45965000	46050000	1	45965000	46050000	255,255,0	1.4501	0.063225	0.061826	0.70833	0.70833
1	116670000	117045000	1	116670000	117045000	255,255,0	1.4786	0.057047	0.066589	0.89403	0.85989
1	197145000	197350000	1	197145000	197350000	255,255,0	1.0046	0.059567	0.063647	0.54031	0.68396
1	31185000	31410000	1	31185000	31410000	255,255,0	1.609	0.062285	0.060899	0.92688	0.74901
1	70595000	70985000	1	70595000	70985000	255,255,0	1.8016	0.066495	0.056611	0.95989	0.94017
1	243615000	243920000	1	243615000	243920000	255,255,0	0.76047	0.071829	0.051153	0.5756	0.50216
1	66970000	67205000	1	66970000	67205000	255,255,0	0.97118	0.069361	0.05352	0.73007	0.58877
1	207985000	208165000	1	207985000	208165000	255,255,0	1.1155	0.06807	0.054263	0.72531	0.81173
1	89945000	90245000	1	89945000	90245000	255,255,0	1.1827	0.060063	0.061231	0.80111	0.60778
1	158745000	158975000	1	158745000	158975000	255,255,0	1.1924	0.04116	0.07966	0.61626	0.80529
1	41985000	42525000	1	41985000	42525000	255,255,0	1.4263	0.057921	0.062778	0.89266	0.73182
1	16695000	16835000	1	16695000	16835000	255,255,0	0.83338	0.016196	0.10431	0.55612	0.58673
1	87295000	87565000	1	87295000	87565000	255,255,0	1.8532	0.067431	0.052724	0.87517	0.95748
1	203830000	204350000	1	203830000	204350000	255,255,0	1.2263	0.05259	0.067401	0.75481	0.73114
1	84640000	84900000	1	84640000	84900000	255,255,0	0.98133	0.077578	0.042171	0.51737	0.61185
1	158970000	159055000	1	158970000	159055000	255,255,0	1.1536	0.05304	0.066599	0.68056	0.65278
1	187895000	188110000	1	187895000	188110000	255,255,0	1.2749	0.058626	0.060983	0.88961	0.66017
1	158190000	158340000	1	158190000	158340000	255,255,0	0.94298	0.061954	0.057084	0.6414	0.54156
1	28150000	28570000	1	28150000	28570000	255,255,0	1.2429	0.065303	0.053494	0.62868	0.85091
1	51230000	51670000	1	51230000	51670000	255,255,0	1.6695	0.052535	0.066056	0.88275	0.87138
1	58965000	59160000	1	58965000	59160000	255,255,0	1.4088	0.053315	0.065104	0.86053	0.80789
1	205230000	205310000	1	205230000	205310000	255,255,0	0.90299	0.056168	0.062206	0.60938	0.64062
1	41725000	41925000	1	41725000	41925000	255,255,0	1.6111	0.050971	0.067401	0.9125	0.8575
1	160640000	160965000	1	160640000	160965000	255,255,0	1.3623	0.058093	0.059114	0.73011	0.82102
1	22430000	22990000	1	22430000	22990000	255,255,0	1.0906	0.053389	0.063658	0.85045	0.52455
1	221040000	221395000	1	221040000	221395000	255,255,0	1.8548	0.063208	0.053319	0.94206	0.90238
1	34105000	34530000	1	34105000	34530000	255,255,0	0.8138	0.07091	0.045577	0.72536	0.4103
1	49010000	49345000	1	49010000	49345000	255,255,0	1.2226	0.058718	0.05735	0.73404	0.6753
1	109765000	110025000	1	109765000	110025000	255,255,0	1.0333	0.051233	0.064834	0.75888	0.56657
1	179040000	179345000	1	179040000	179345000	255,255,0	1.8147	0.064216	0.051419	0.9043	0.93871
1	1710000	1840000	1	1710000	1840000	255,255,0	1.5941	0.044893	0.070076	0.80473	0.87574
1	198100000	198330000	1	198100000	198330000	255,255,0	1.1885	0.066164	0.048791	0.72968	0.68431
1	217605000	217835000	1	217605000	217835000	255,255,0	1.0652	0.043756	0.071127	0.60491	0.71456
1	165590000	165890000	1	165590000	165890000	255,255,0	1.7804	0.066001	0.048728	0.81889	0.93889
1	26805000	27230000	1	26805000	27230000	255,255,0	1.7848	0.060081	0.054348	0.91196	0.94186
1	162015000	162390000	1	162015000	162390000	255,255,0	0.99982	0.055993	0.05838	0.67923	0.55832
1	179660000	179795000	1	179660000	179795000	255,255,0	1.3715	0.048217	0.066033	0.73077	0.82967
1	6085000	6545000	1	6085000	6545000	255,255,0	0.73584	0.049064	0.064908	0.53166	0.5241
1	9330000	9550000	1	9330000	9550000	255,255,0	1.5185	0.048085	0.065651	0.91116	0.87397
1	40535000	40900000	1	40535000	40900000	255,255,0	1.7296	0.052139	0.061575	0.92868	0.88814
1	74990000	75185000	1	74990000	75185000	255,255,0	0.9614	0.050521	0.063105	0.50517	0.73063
1	162580000	162775000	1	162580000	162775000	255,255,0	1.5194	0.038011	0.075528	0.84474	0.85526
1	85400000	85745000	1	85400000	85745000	255,255,0	1.5504	0.055568	0.057507	0.76218	0.89832
1	246175000	246635000	1	246175000	246635000	255,255,0	1.244	0.054324	0.058676	0.77363	0.81711
1	178290000	178485000	1	178290000	178485000	255,255,0	1.4055	0.066084	0.046637	0.70263	0.91316
1	112915000	113255000	1	112915000	113255000	255,255,0	1.6678	0.068208	0.044393	0.91263	0.90917
1	100955000	101345000	1	100955000	101345000	255,255,0	1.4159	0.060696	0.051779	0.7666	0.95201
1	89120000	89355000	1	89120000	89355000	255,255,0	1.7812	0.058087	0.054339	0.91848	0.92572
1	233560000	233935000	1	233560000	233935000	255,255,0	1.7181	0.068058	0.043646	0.93385	0.88407
1	206880000	207175000	1	206880000	207175000	255,255,0	1.1981	0.048238	0.063195	0.7092	0.8908
1	198735000	199235000	1	198735000	199235000	255,255,0	1.7519	0.052126	0.0593	0.9228	0.8796
1	31265000	31400000	1	31265000	31400000	255,255,0	1.4536	0.055579	0.05576	0.82967	0.85165
1	151405000	151830000	1	151405000	151830000	255,255,0	1.2822	0.047894	0.063222	0.78571	0.86323
1	41005000	41445000	1	41005000	41445000	255,255,0	1.3946	0.06179	0.049081	0.74535	0.87862
1	222990000	223275000	1	222990000	223275000	255,255,0	1.0063	0.058458	0.052158	0.50616	0.73522
1	235325000	235405000	1	235325000	235405000	255,255,0	0.76235	0.093692	0.016895	0.55675	0.52309
1	1030000	1235000	1	1030000	1235000	255,255,0	1.1954	0.059293	0.051132	0.67619	0.83095
1	120150000	120225000	1	120150000	120225000	255,255,0	0.91504	0.055265	0.055038	0.625	0.625
1	53705000	53880000	1	53705000	53880000	255,255,0	1.6255	0.062016	0.048142	0.85294	0.84641
1	92765000	93090000	1	92765000	93090000	255,255,0	1.7255	0.049451	0.060191	0.90436	0.88542
1	8030000	8410000	1	8030000	8410000	255,255,0	1.7665	0.056312	0.052672	0.94806	0.94945
1	50825000	51180000	1	50825000	51180000	255,255,0	1.3915	0.056262	0.052429	0.85476	0.72143
1	182880000	183220000	1	182880000	183220000	255,255,0	1.4276	0.069814	0.038614	0.87284	0.77422
1	112000000	112315000	1	112000000	112315000	255,255,0	1.847	0.053837	0.054516	0.91835	0.96472
1	23870000	23965000	1	23870000	23965000	255,255,0	1.3033	0.058858	0.049432	0.74444	0.76667
1	24120000	24210000	1	24120000	24210000	255,255,0	0.82293	0.025308	0.082596	0.67052	0.51819
1	26365000	26775000	1	26365000	26775000	255,255,0	1.249	0.040822	0.06705	0.65551	0.82535
1	19665000	19985000	1	19665000	19985000	255,255,0	1.5438	0.052766	0.054903	0.87598	0.8877
1	247095000	247510000	1	247095000	247510000	255,255,0	0.95845	0.054514	0.052822	0.66144	0.6324
1	206645000	206775000	1	206645000	206775000	255,255,0	1.2569	0.079224	0.02811	0.85207	0.84024
1	92435000	92720000	1	92435000	92720000	255,255,0	1.2655	0.056824	0.050207	0.79926	0.70074
1	114265000	114510000	1	114265000	114510000	255,255,0	1.6018	0.055805	0.050972	0.87833	0.915
1	91965000	92395000	1	91965000	92395000	255,255,0	1.8455	0.057443	0.049216	0.90968	0.95078
1	48555000	48700000	1	48555000	48700000	255,255,0	1.1062	0.043461	0.062477	0.68095	0.62381
1	200525000	200810000	1	200525000	200810000	255,255,0	1.521	0.062305	0.043607	0.89778	0.7968
1	229385000	229630000	1	229385000	229630000	255,255,0	1.6376	0.046645	0.05914	0.935	0.825
1	21555000	21700000	1	21555000	21700000	255,255,0	1.4793	0.06199	0.043771	0.88095	0.82381
